"CNPJ ENTIDADE";"NOME ENTIDADE";"NÚMERO CONVÊNIO";"ÓRGÃO CONCEDENTE";"MOTIVO DO IMPEDIMENTO"
"01318855000128";"FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO";"661814";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"01318855000128";"FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO";"298616";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"01318855000128";"FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO";"509662";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"67973487000160";"UNEGRO UNIAO DE NEGROS PELA IGUALDADE DE SAO PAULO";"419440";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO CUMPRIU COM OS RECURSOS DA CONTRAPARTIDA"
"19057637000142";"CORPORACAO MUSICAL JOSE COSTA";"314072";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"01634054000171";"ASSOCIACAO NACIONAL DOS FUNCIONARIOS DO BANCO DO BRASIL";"";"MINISTERIO DO DESENVOLVIMENTO SOCIAL - UNIDADES COM VÍNCULO DIRETO";"PENDENTE DE CLASSIFICACAO DE MOTIVO"
"02161201000104";"INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA";"591757";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"00214423000104";"ASSOCIACAO DA CONGADA DE CATALAO";"577592";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04941210000135";"ASSOCIACAO DOS ARTESAOS DA ESTACAO DA LUZ";"556117";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"10667749000140";"ASSOCIACAO RECREATIVA CARNAVALESCA AFOXE ALAFIN OYO";"521551";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"01374793000171";"CUNPIR COORD D UNIAO D NACOES E P INDG RO N MT E S AM";"466471";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01374793000171";"CUNPIR COORD D UNIAO D NACOES E P INDG RO N MT E S AM";"473796";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01374793000171";"CUNPIR COORD D UNIAO D NACOES E P INDG RO N MT E S AM";"445354";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01374793000171";"CUNPIR COORD D UNIAO D NACOES E P INDG RO N MT E S AM";"415354";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05421988000186";"JARDIM MIRIAM ARTE CLUBE - JAMAC";"601506";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"07208231000134";"CENTRO DE APOIO A ATIVIDADES SOCIAIS, EDUCATIVAS E CULTURAIS";"650914";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"09654914000302";"DIOCESE DE AFOGADOS DA INGAZEIRA";"";"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05421988000186";"JARDIM MIRIAM ARTE CLUBE - JAMAC";"601506";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05392776000118";"KM FINAL MOTO GRUPO";"611073";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05444789000193";"MOVIMENTO PELA LIVRE ORIENTACAO SEXUAL";"610991";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00755569000167";"MOVIMENTO CENTRO DE CULTURA E AUTOFORMACAO";"509093";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00755569000167";"MOVIMENTO CENTRO DE CULTURA E AUTOFORMACAO";"509093";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"07208231000134";"CENTRO DE APOIO A ATIVIDADES SOCIAIS, EDUCATIVAS E CULTURAIS";"650914";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"08267532000100";"ASSOCIACAO DE AMIGOS DO GREMIO RECREATIVO ESCOLA DE SAMBA IMPERIO SERRANO";"586519";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02161201000104";"INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA";"568241";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02161201000104";"INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA";"568241";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03794783000110";"CENTRAL DOS ASSENTADOS DE RORAIMA";"483501";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"06303088000105";"ASSOCIACAO DE DEFESA DO MEIO AMBIENTE DE REIMER";"582947";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03402347000159";"ASSOCIACAO EDUCATIVA - ESPORTIVA DO PAULISTA";"383026";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06303088000105";"ASSOCIACAO DE DEFESA DO MEIO AMBIENTE DE REIMER";"622905";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04953170000141";"FUNDACAO CENTRO DE APOIO AO DISTRITO AGROPECUARIO";"";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"02161201000104";"INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA";"577606";"";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"02161201000104";"INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA";"577606";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"04590249000155";"SOCIEDADE DE APRENDIZAGEM DA PARTICIPACAO";"649009";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"07061638000181";"ASSOCIACAO CONSORCIO DE SEGURANCA ALIMENTAR E DESENVOLVIMENTO LOCAL DO VALE DO RIBEIRA";"622804";"MINISTERIO DO DESENVOLVIMENTO SOCIAL - UNIDADES COM VÍNCULO DIRETO";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"702723";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"08316423000127";"INSTITUTO BIOFILIA";"725068";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"04936236000195";"ASSOCIACAO DOS ARTISTAS DE PEDRO LEOPOLDO E REGIAO COOPERART";"701862";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03572065000108";"INSTITUTO CAMINHO DAS ARTES - ICA";"732146";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07148234000120";"INSTITUTO DE POLITICAS PUBLICAS E SOCIAIS";"701269";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"03572065000108";"INSTITUTO CAMINHO DAS ARTES - ICA";"748225";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"04936236000195";"ASSOCIACAO DOS ARTISTAS DE PEDRO LEOPOLDO E REGIAO COOPERART";"704758";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"703314";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"723948";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06111783000167";"INSTITUTO EQUIT - GENERO, ECONOMIA E CIDADANIA GLOBAL";"708707";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"08927819000100";"COOPERATIVA DE ASSESSORIA E SERVICOS TECNICOS EDUCACIONAIS E PROJETOS SOCIAS DA AMAZONIA";"775704";"";"MOTIVO NÃO ESPECIFICADO"
"08818683000109";"ASSOCIACAO CULTURAL PANORAMA";"750260";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07148234000120";"INSTITUTO DE POLITICAS PUBLICAS E SOCIAIS";"701036";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"04590249000155";"SOCIEDADE DE APRENDIZAGEM DA PARTICIPACAO";"732658";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"04936236000195";"ASSOCIACAO DOS ARTISTAS DE PEDRO LEOPOLDO E REGIAO COOPERART";"753795";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"08927819000100";"COOPERATIVA DE ASSESSORIA E SERVICOS TECNICOS EDUCACIONAIS E PROJETOS SOCIAS DA AMAZONIA";"775704";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"00749587000136";"SINDICATO DOS TRABALHADORES E TRABALHADORAS RURAIS, AGRICULTORES E AGRICULTORAS FAMILIARES DE APUI/AM";"720452";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"702365";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"25033853000150";"ASSOCIACAO QUASAR DE CULTURA";"708986";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"704200";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06111783000167";"INSTITUTO EQUIT - GENERO, ECONOMIA E CIDADANIA GLOBAL";"708707";"";"MOTIVO NÃO ESPECIFICADO"
"04936236000195";"ASSOCIACAO DOS ARTISTAS DE PEDRO LEOPOLDO E REGIAO COOPERART";"703115";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"737573";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"703037";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"04936236000195";"ASSOCIACAO DOS ARTISTAS DE PEDRO LEOPOLDO E REGIAO COOPERART";"703105";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"14111975000100";"CENTRO REGIONAL DE EDUCACAO SOCIAL COMUNITARIA E DE EXTENSAO RURAL";"572638";"PRESIDENCIA DA REPUBLICA";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"01507641000108";"UNIVERSIDADE LIVRE DO MEIO AMBIENTE DO NORDESTE-UNIECO";"339198";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"05490237000111";"ASSOCIACAO DE PRODUTORES RURAIS DORCELINA FOLIADORA";"599208";"PRESIDENCIA DA REPUBLICA";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"05017467000168";"ASSOCIACAO DE SAUDE INDIGENA PYHCOPCATIJI DO MARANHAO-ASIP";"508144";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"33647280000183";"FEDERACAO TOCANTINENSE DE ASSOCIACOES DE MORADORES";"133813";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"07288164000105";"INSTITUTO DE PESQUISA E DESENVOLVIMENTO INSTITUCIONAL - IPDI";"577200";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04290861000102";"ASSOCIACAO SOCIO AMBIENTAL PLANETA AGUA";"609206";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05017467000168";"ASSOCIACAO DE SAUDE INDIGENA PYHCOPCATIJI DO MARANHAO-ASIP";"457673";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"06268816000187";"CEDRO - CENTRO DE ECODESENVOLVIMENTO";"813631";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"06036950000152";"CASA DE ARTES PAQUETA";"704618";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04936236000195";"ASSOCIACAO DOS ARTISTAS DE PEDRO LEOPOLDO E REGIAO COOPERART";"748449";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"07061140000119";"AGENCIA NACIONAL DE GESTAO DE RECURSOS PARA A HILEIA AMAZONICA-ANGRHAMAZONICA";"629863";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"611022";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"03486071000134";"ASSOCIACAO DAS COMUNIDADES REMANESCENTES DE QUILOMBOS DE GURUPA";"576636";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"74395567000140";"COOP AGRIC MISTA DOS FRUTICULTORES DA REG DE JALES LTDA";"126179";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"74395567000140";"COOP AGRIC MISTA DOS FRUTICULTORES DA REG DE JALES LTDA";"";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01754258000146";"SINDICATO RURAL DE GOIATUBA";"631740";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04936236000195";"ASSOCIACAO DOS ARTISTAS DE PEDRO LEOPOLDO E REGIAO COOPERART";"754875";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"570099";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"05490237000111";"ASSOCIACAO DE PRODUTORES RURAIS DORCELINA FOLIADORA";"596418";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03863259000154";"INSTITUTO ARTE, CIA E CIDADANIA";"532879";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"02445796000111";"ASSOCIACAO AGRO-EXTRATIVISTA DE AUATI-PARANA";"538570";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"37161056000138";"INSTITUTO DO PATRIMONIO NATURAL IPN";"304483";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00497284000173";"FUNDACAO BENEFICENTE SIMININO";"344225";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07061140000119";"AGENCIA NACIONAL DE GESTAO DE RECURSOS PARA A HILEIA AMAZONICA-ANGRHAMAZONICA";"611249";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"20597605000119";"UNIAO DOS MICROS E PEQUENOS PRODUTORES RURAIS DE ARINOS";"527362";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00744849000170";"ASSOCIACAO DOS PRODUTORES DE LAGOA DE FORA";"588762";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"22859565000161";"PROTECAO AMBIENTAL CACOALENSE PACA";"491462";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"03930028000116";"ASSOCIACAO COMUNITARIA DE SAMBAIBA";"405663";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"02548582000170";"INSTITUTO BEIJA FLOR DE CULTURA ARTE EDUCACAO AMBIENTAL E CIDADANIA";"703034";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"02414864000185";"INSTITUTO PROJETO VIVER";"737579";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"707355";"";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"750104";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05022275000140";"INSTITUTO NACIONAL DE APOIO PROFISSIONAL";"700952";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"709292";"";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"707355";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"08287336000199";"ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS";"757026";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07550679000131";"ASSOCIACAO CULTURAL GOETHE DE PEDRAS GRANDES";"708631";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"751163";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"748023";"";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"748023";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"750104";"";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"732205";"";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"751163";"";"MOTIVO NÃO ESPECIFICADO"
"02414864000185";"INSTITUTO PROJETO VIVER";"742115";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"709292";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"726315";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"732205";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"02414864000185";"INSTITUTO PROJETO VIVER";"734024";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"22787378000110";"CENTRO DE SOLIDARIEDADE SAO JOSE";"472640";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03536830000126";"INSTITUTO DAS TRADICOES INDIGENAS - IDETI";"556282";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04698888000139";"CAS- CENTRAL DE ASSESSORIA SOCIAL";"725729";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"07080251000172";"CEDISC CENTRO DE DESENVOLVIMENTO INTEGRADO SOCIAL E CULTURAL";"635850";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"02414864000185";"INSTITUTO PROJETO VIVER";"734950";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"04385933000103";"FUNDACAO PADRE JOAO CANCIO - FPJC";"436139";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"635807";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"06539198000162";"CENTRO DE CAPACITACAO E DESENVOLVIMENTO SOCIAL";"635807";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03746449000191";"ASSOCIACAO FOLCLORICA DE SAO JOSE DE ALTO BELO";"590164";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01243783000105";"ASS DE DES E DEF DOS DESC DE BONIF L MARIA, JOSE M RIBEIRO E JOAO B CATARARINO DA FURNAS DA BOA SORTE";"569139";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01243783000105";"ASS DE DES E DEF DOS DESC DE BONIF L MARIA, JOSE M RIBEIRO E JOAO B CATARARINO DA FURNAS DA BOA SORTE";"599758";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01243783000105";"ASS DE DES E DEF DOS DESC DE BONIF L MARIA, JOSE M RIBEIRO E JOAO B CATARARINO DA FURNAS DA BOA SORTE";"599758";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01243783000105";"ASS DE DES E DEF DOS DESC DE BONIF L MARIA, JOSE M RIBEIRO E JOAO B CATARARINO DA FURNAS DA BOA SORTE";"569139";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02740938000173";"ACDI/VOCA";"574869";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22859565000161";"PROTECAO AMBIENTAL CACOALENSE PACA";"476505";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22859565000161";"PROTECAO AMBIENTAL CACOALENSE PACA";"375028";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22859565000161";"PROTECAO AMBIENTAL CACOALENSE PACA";"447504";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22859565000161";"PROTECAO AMBIENTAL CACOALENSE PACA";"473798";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
